orden_id;order_item_id;producto_id;vendedor_id;fecha_envio_limite;precio;valor_flete;codigo_postal_vendedor;ciudad_vendedor;departamento_vendedor;nombre_categoria_producto;longitud_nombre_producto;longitud_descripcion_producto;cantidad_fotos_producto;peso_g_producto;longitud_cm_producto;altura_cm_producto;ancho_cm_producto
51566PR85A;A;PR85;VE8782;24/10/2017 08:10;66.86;1.34;95001;San jose del guaviare;Guaviare;Frutas y verduras;24;3;4;861;22;10;9
50439PL50B;B;PL50;VE8511;12/09/2017 07:49;82.11;13.06;52480;Nariño;Nariño;Libros;25;27;23;5464;8;27;29
37796PA31A;A;PA31;VE2305;18/12/2017 13:33;11.79;41.7;52399;La union;Nariño;Electrodomésticos;23;25;22;5691;40;18;5
83093PF28B;B;PF28;VE7147;09/10/2017 09:52;119.34;22.27;52356;Ipiales;Nariño;Muebles;40;17;22;215;27;0;33
24351PF55A;A;PF55;VE6535;25/02/2018 03:31;86.46;4.51;52435;Mallama;Nariño;Muebles;39;16;15;1755;33;24;5
83485PK76A;A;PK76;VE4829;30/05/2018 00:34;0.28;6.59;13006;Achi;Bolivar;Deportes;28;20;1;4655;37;14;26
5157PB66B;B;PB66;VE9449;17/03/2018 09:17;279.0;31.2;52079;Barbacoas;Nariño;Ropa de adultos;3;5;16;729;36;15;18
13233PM52A;A;PM52;VE8895;22/05/2018 17:38;5.96;6.48;52378;La cruz;Nariño;Ferretería;5;2;25;270;32;2;29
105590PE28A;A;PE28;VE6571;17/08/2017 06:00;72.34;40.94;13001;Cartagena;Bolivar;Tecnología;9;39;9;293;31;10;9
256PO77A;A;PO77;VE8917;12/10/2017 11:19;164.36;78.94;17001;Manizales;Caldas;Productos ecoamigables;12;3;38;2731;40;20;23
28509PQ32A;A;PQ32;VE3806;31/07/2017 11:15;112.56;39.65;52565;Providencia;Nariño;Lácteos;37;10;18;663;29;3;7
37768PH12A;A;PH12;VE6032;29/08/2017 05:53;83.38;9.45;52323;Gualmatan;Nariño;Bebés ;14;4;5;1487;13;8;26
78207PF67A;A;PF67;VE3276;21/05/2018 14:12;57.82;10.82;66001;Pereira;Risaralda;Muebles;1;38;26;2838;33;9;33
65897PD31A;A;PD31;VE3607;14/01/2018 18:18;34.8;58.74;23001;Monteria;Cordoba;Celulares;22;36;6;2378;27;29;8
71413PP90A;A;PP90;VE3806;30/11/2017 00:19;137.95;27.4;50686;San juanito;Meta;Licor;3;5;6;9270;37;1;24
60795PR11A;A;PR11;VE2770;25/10/2017 01:07;1.7;6.36;52385;La llanada;Nariño;Frutas y verduras;39;28;16;3083;31;15;17
34148PD97A;A;PD97;VE6060;20/06/2018 20:04;23.95;21.28;52473;Mosquera;Nariño;Celulares;13;27;22;2799;42;25;27
20789PN49A;A;PN49;VE2285;03/10/2017 17:20;100.47;38.02;81001;Arauca;Arauca;Dormitorio;21;26;29;117;20;41;23
70188PH87A;A;PH87;VE9530;08/01/2018 18:42;134.12;15.41;50686;San juanito;Meta;Bebés ;8;1;2;4306;49;25;15
23994PK78A;A;PK78;VE1204;03/10/2017 18:16;60.78;0.98;11001;Bogota d.c.;Bogota d.c.;Deportes;19;4;35;502;8;12;32
17329PJ39A;A;PJ39;VE8925;24/05/2018 08:10;313.09;3.57;52207;Consaca;Nariño;Mascotas;15;18;0;2072;11;7;18
75743PJ54A;A;PJ54;VE8613;24/04/2018 08:45;186.52;6.78;52240;Chachagui;Nariño;Mascotas;36;13;35;1001;3;28;4
93036PG42A;A;PG42;VE4333;22/10/2017 21:23;3.56;13.31;97001;Mitu;Vaupes;Salud;19;6;39;5;14;14;49
60891PL45A;A;PL45;VE2012;25/10/2017 08:32;11.96;34.41;52203;Colon;Nariño;Libros;30;38;5;1050;25;5;16
18388PO68A;A;PO68;VE4580;21/06/2018 02:13;110.56;21.49;8001;Barranquilla;Atlantico;Productos ecoamigables;24;20;35;3726;19;0;19
108992PQ35A;A;PQ35;VE2501;26/12/2017 09:22;110.97;0.74;50686;San juanito;Meta;Lácteos;13;3;27;1117;1;5;22
98608PR26A;A;PR26;VE1019;23/10/2017 14:03;336.18;1.03;91001;Leticia;Amazonas;Frutas y verduras;8;9;7;4599;3;11;33
89682PA17A;A;PA17;VE4813;15/03/2018 11:29;40.54;8.78;54003;Abrego;Norte de santander;Electrodomésticos;27;8;8;2216;13;19;30
80883PT45G;G;PT45;VE3342;12/05/2018 11:40;9.8;38.75;91001;Leticia;Amazonas;Tarjetas regalo;40;37;35;705;16;3;35
20574PC56A;A;PC56;VE9449;23/10/2017 07:25;16.52;72.08;50683;San juan de arama;Meta;Ropa infantil;32;10;15;2019;20;17;15
6261PM54E;E;PM54;VE3482;23/08/2017 19:19;15.4;1.82;52480;Nariño;Nariño;Ferretería;0;24;5;2524;23;14;18
94589PE67A;A;PE67;VE9555;27/12/2017 21:23;17.13;10.73;52079;Barbacoas;Nariño;Tecnología;32;27;25;215;32;10;23
88537PA20A;A;PA20;VE3979;13/03/2018 10:33;47.86;18.06;54003;Abrego;Norte de santander;Electrodomésticos;38;29;12;3324;65;17;37
21453PE43A;A;PE43;VE4436;10/10/2017 20:00;786.59;26.4;52203;Colon;Nariño;Tecnología;2;27;8;5210;47;27;33
55753PJ61A;A;PJ61;VE7495;14/03/2018 16:30;208.24;15.99;85001;Yopal;Casanare;Mascotas;28;15;6;1206;22;18;23
6293PQ99A;A;PQ99;VE5389;25/06/2018 06:55;55.73;21.12;44001;Riohacha;La guajira;Lácteos;8;39;33;3936;58;27;31
26223PB50A;A;PB50;VE3215;22/01/2018 13:34;126.14;30.02;23001;Monteria;Cordoba;Ropa de adultos;39;2;27;67;30;17;37
44994PJ40A;A;PJ40;VE8455;12/12/2017 23:56;16.87;7.54;5002;Abejorral;Antioquia;Mascotas;15;30;15;1135;47;19;14
94054PL41A;A;PL41;VE6289;19/04/2018 14:25;99.19;46.32;68001;Bucaramanga;Santander;Libros;31;0;8;2174;40;14;33
76966PA28A;A;PA28;VE1340;24/11/2017 01:31;46.74;17.94;50001;Villavicencio;Meta;Electrodomésticos;30;30;30;1534;31;17;32
26511PN10B;B;PN10;VE2305;07/12/2017 09:16;1.34;22.7;44001;Riohacha;La guajira;Dormitorio;32;5;25;6615;6;28;21
37873PJ31A;A;PJ31;VE2114;11/08/2017 08:37;105.86;3.55;19001;Popayan;Cauca;Mascotas;19;10;20;2566;20;1;38
3PB23A;A;PB23;VE2129;21/10/2017 19:55;147.1;2.41;76001;Cali;Valle del cauca;Ropa de adultos;8;27;19;929;32;13;48
104128PT73A;A;PT73;VE9946;16/11/2017 23:46;6.31;42.75;85001;Yopal;Casanare;Tarjetas regalo;15;7;26;4667;32;24;19
108465PT19A;A;PT19;VE3768;21/01/2018 17:42;73.92;103.43;8001;Barranquilla;Atlantico;Tarjetas regalo;34;12;15;230;33;34;37
75148PR59C;C;PR59;VE4937;01/01/2018 06:58;5.76;50.2;97001;Mitu;Vaupes;Frutas y verduras;3;28;9;748;9;27;24
107684PR46A;A;PR46;VE2129;02/10/2017 04:10;68.94;11.95;8001;Barranquilla;Atlantico;Frutas y verduras;0;16;4;1639;13;5;42
67217PR47A;A;PR47;VE6571;15/06/2018 08:13;38.28;17.89;52356;Ipiales;Nariño;Frutas y verduras;18;21;18;4406;18;6;34
67621PM63A;A;PM63;VE7882;07/12/2017 21:03;80.76;4.87;52480;Nariño;Nariño;Ferretería;8;17;6;1740;0;21;15
16480PK38D;D;PK38;VE5192;12/08/2017 01:50;103.76;8.54;70001;Sincelejo;Sucre;Deportes;20;30;16;1682;17;10;16
57192PJ49A;A;PJ49;VE3791;29/04/2018 00:27;208.74;5.31;52540;Policarpa;Nariño;Mascotas;5;19;23;245;20;27;4
111324PQ43A;A;PQ43;VE9623;03/08/2017 15:06;52.76;10.69;27001;Quibdo;Choco;Lácteos;36;1;34;2735;20;15;16
31617PD65A;A;PD65;VE8895;24/07/2017 11:56;49.03;1.94;50683;San juan de arama;Meta;Celulares;20;20;36;1893;12;25;23
107329PL67A;A;PL67;VE5993;19/06/2018 16:25;77.96;22.86;52051;Arboleda;Nariño;Libros;9;13;29;3807;23;1;7
106559PN43B;B;PN43;VE1125;25/09/2017 05:09;13.26;30.92;52381;La florida;Nariño;Dormitorio;15;34;4;2502;19;35;39
84194PI42A;A;PI42;VE6106;11/12/2017 05:43;3.6;51.26;52203;Colon;Nariño;Juguetes;38;18;19;2148;39;19;38
101527PD16A;A;PD16;VE2941;21/10/2017 23:20;150.5;19.87;52435;Mallama;Nariño;Celulares;18;3;0;150;25;10;10
83608PT67A;A;PT67;VE8568;14/11/2017 17:25;93.83;13.11;94001;Inirida;Guainia;Tarjetas regalo;8;14;40;1342;14;4;31
90069PG31A;A;PG31;VE3549;05/11/2017 08:56;15.45;6.44;17001;Manizales;Caldas;Salud;2;5;39;1754;10;4;23
45758PR75A;A;PR75;VE4365;15/05/2018 05:52;60.8;26.89;17001;Manizales;Caldas;Frutas y verduras;29;21;6;1335;38;18;14
67213PK85B;B;PK85;VE2740;29/10/2017 06:11;195.41;5.74;52110;Buesaco;Nariño;Deportes;6;35;22;3662;3;20;14
76990PC48A;A;PC48;VE1402;17/02/2018 03:47;147.28;24.17;52565;Providencia;Nariño;Ropa infantil;16;22;31;823;16;22;29
45375PO55A;A;PO55;VE3768;17/08/2017 20:58;84.31;80.08;47001;Santa marta;Magdalena;Productos ecoamigables;27;14;13;699;38;23;24
44404PQ39A;A;PQ39;VE5993;12/12/2017 09:33;352.2;1.18;52411;Linares;Nariño;Lácteos;28;38;13;943;31;3;38
79175PL49A;A;PL49;VE9946;17/11/2017 14:17;500.76;48.98;11001;Bogota d.c.;Bogota d.c.;Libros;7;22;7;3120;40;32;17
57722PC61A;A;PC61;VE2926;30/10/2017 19:31;1.6;22.6;81001;Arauca;Arauca;Ropa infantil;37;40;17;1689;34;0;25
43926PJ99A;A;PJ99;VE3582;29/12/2017 03:55;245.44;1.69;50686;San juanito;Meta;Mascotas;4;25;11;679;7;17;32
107090PE12A;A;PE12;VE5979;10/08/2017 22:02;465.19;35.84;52110;Buesaco;Nariño;Tecnología;32;15;3;3129;21;5;17
36913PS25A;A;PS25;VE9186;03/02/2018 23:35;38.01;3.11;27001;Quibdo;Choco;Carnicería;2;9;37;5473;25;5;30
106099PG95A;A;PG95;VE5090;09/10/2017 18:02;22.36;36.18;95001;San jose del guaviare;Guaviare;Salud;22;14;37;2584;10;29;30
74729PE71A;A;PE71;VE2056;13/10/2017 19:58;32.96;7.0;94001;Inirida;Guainia;Tecnología;12;2;16;7595;39;12;17
49154PK93A;A;PK93;VE4436;26/04/2018 02:46;76.51;30.73;52405;Leiva;Nariño;Deportes;38;38;11;503;23;21;29
39129PG40A;A;PG40;VE3743;04/11/2017 04:09;62.46;30.35;97001;Mitu;Vaupes;Salud;6;4;28;3109;53;45;26
108628PA37A;A;PA37;VE9555;28/05/2018 22:23;82.86;4.89;20001;Valledupar;Cesar;Electrodomésticos;34;6;38;2885;21;3;29
46301PH87A;A;PH87;VE3166;15/01/2018 03:17;56.83;4.73;94001;Inirida;Guainia;Bebés ;7;4;40;955;31;20;29
59855PH22A;A;PH22;VE4179;22/11/2017 23:26;164.55;2.48;52480;Nariño;Nariño;Bebés ;17;20;24;59;30;4;22
55995PN44A;A;PN44;VE2992;17/05/2018 15:15;44.41;4.14;52405;Leiva;Nariño;Dormitorio;27;17;36;4194;41;25;29
94260PJ81A;A;PJ81;VE3877;23/12/2017 00:31;119.75;10.5;25001;Agua de dios;Cundinamarca;Mascotas;0;23;12;6201;15;26;32
12835PQ23A;A;PQ23;VE3062;12/09/2017 02:23;30.44;24.79;52207;Consaca;Nariño;Lácteos;16;34;24;5575;41;23;41
55119PL84A;A;PL84;VE7671;24/04/2018 23:29;78.0;1.66;52473;Mosquera;Nariño;Libros;18;17;8;1803;56;10;16
75581PF95A;A;PF95;VE4277;01/02/2018 12:47;341.43;14.26;70001;Sincelejo;Sucre;Muebles;23;14;39;10329;64;25;22
29126PR74A;A;PR74;VE6495;01/03/2018 16:57;46.0;2.94;91001;Leticia;Amazonas;Frutas y verduras;13;40;29;3294;19;21;31
27313PK53A;A;PK53;VE5979;19/02/2018 04:27;50.26;2.01;52203;Colon;Nariño;Deportes;33;39;30;1131;46;26;16
106912PL70A;A;PL70;VE5389;06/12/2017 09:14;25.6;1.97;17001;Manizales;Caldas;Libros;37;19;22;382;31;23;36
69280PK41A;A;PK41;VE2068;16/12/2017 14:35;168.36;53.1;52427;Magui;Nariño;Deportes;12;27;11;4973;31;26;30
92980PJ18A;A;PJ18;VE2129;05/05/2018 21:30;60.4;23.19;91001;Leticia;Amazonas;Mascotas;5;5;15;177;42;37;1
86014PN30A;A;PN30;VE6294;09/03/2018 14:09;24.53;10.76;50001;Villavicencio;Meta;Dormitorio;38;17;27;1144;28;17;24
34931PT39B;B;PT39;VE4002;17/09/2017 05:50;105.81;2.76;52323;Gualmatan;Nariño;Tarjetas regalo;32;12;0;5601;24;27;26
62804PD18A;A;PD18;VE7882;15/01/2018 16:12;158.78;1.61;8001;Barranquilla;Atlantico;Celulares;29;16;24;1566;49;11;12
27003PR42B;B;PR42;VE8325;14/05/2018 20:53;17.94;23.84;8001;Barranquilla;Atlantico;Frutas y verduras;6;7;14;2236;25;3;37
4357PQ41A;A;PQ41;VE6294;21/04/2018 16:28;305.39;7.03;70001;Sincelejo;Sucre;Lácteos;31;34;8;2648;41;0;28
90406PA85A;A;PA85;VE9186;08/09/2017 02:03;52.46;13.42;17001;Manizales;Caldas;Electrodomésticos;38;9;17;488;6;20;18
57167PO67A;A;PO67;VE4819;24/08/2017 04:22;58.11;11.66;95001;San jose del guaviare;Guaviare;Productos ecoamigables;25;11;28;286;25;30;20
95443PQ40A;A;PQ40;VE6422;24/09/2017 20:56;69.66;23.7;19001;Popayan;Cauca;Lácteos;6;8;2;2237;9;10;26
109262PM32A;A;PM32;VE3797;09/04/2018 18:39;18.75;2.2;94001;Inirida;Guainia;Ferretería;15;20;14;3775;45;5;12
107407PN99A;A;PN99;VE4489;22/03/2018 21:56;50.81;2.62;19001;Popayan;Cauca;Dormitorio;20;29;39;356;15;5;23
49944PA15A;A;PA15;VE4446;30/12/2017 20:41;320.15;77.65;52540;Policarpa;Nariño;Electrodomésticos;30;14;32;1982;53;38;32
14034PH96A;A;PH96;VE1402;23/02/2018 05:41;52.79;4.34;50001;Villavicencio;Meta;Bebés ;2;39;23;2926;26;6;26
110124PO50A;A;PO50;VE7888;12/10/2017 07:13;83.59;8.02;52203;Colon;Nariño;Productos ecoamigables;20;37;26;697;24;1;41
34990PD32A;A;PD32;VE7016;21/04/2018 00:22;122.6;23.44;52203;Colon;Nariño;Celulares;3;28;20;3142;19;35;48
110005PA12A;A;PA12;VE1340;01/10/2017 05:20;51.68;8.86;54003;Abrego;Norte de santander;Electrodomésticos;34;26;32;956;43;24;23
21284PB36A;A;PB36;VE9555;16/04/2018 14:38;334.16;52.41;11001;Bogota d.c.;Bogota d.c.;Ropa de adultos;23;38;33;479;24;8;30
85821PK78A;A;PK78;VE8975;25/05/2018 03:25;52.2;2.54;76001;Cali;Valle del cauca;Deportes;26;6;34;9772;31;29;32
48518PB83A;A;PB83;VE7281;11/08/2017 17:24;39.28;58.39;73001;Ibague;Tolima;Ropa de adultos;40;35;34;395;16;9;17
87680PT34A;A;PT34;VE4454;14/02/2018 22:25;537.85;6.7;52480;Nariño;Nariño;Tarjetas regalo;39;9;33;29;20;33;13
66748PQ97B;B;PQ97;VE2992;13/11/2017 06:55;199.01;7.63;66001;Pereira;Risaralda;Lácteos;34;4;7;444;3;31;15
55095PN76A;A;PN76;VE7926;09/01/2018 19:31;160.9;29.63;17001;Manizales;Caldas;Dormitorio;32;14;17;843;36;19;12
60616PM42A;A;PM42;VE2129;05/10/2017 17:39;38.48;7.07;76001;Cali;Valle del cauca;Ferretería;39;22;40;1748;70;36;53
4696PR37A;A;PR37;VE9946;19/07/2017 08:41;10.55;5.29;11001;Bogota d.c.;Bogota d.c.;Frutas y verduras;26;32;4;280;19;4;20
71087PJ96A;A;PJ96;VE4481;21/05/2018 23:43;15.4;34.87;52051;Arboleda;Nariño;Mascotas;16;13;27;1600;23;0;31
90250PP78A;A;PP78;VE7885;14/12/2017 18:17;145.9;14.13;52001;Pasto;Nariño;Licor;21;34;6;5895;27;18;20
80975PT18A;A;PT18;VE3210;11/12/2017 23:27;168.2;27.53;50001;Villavicencio;Meta;Tarjetas regalo;5;35;15;857;6;2;30
23569PS72A;A;PS72;VE7960;15/03/2018 10:42;37.48;50.59;76001;Cali;Valle del cauca;Carnicería;24;22;35;628;17;16;45
64564PT67B;B;PT67;VE1988;23/03/2018 21:53;30.16;9.34;50686;San juanito;Meta;Tarjetas regalo;9;40;19;4849;34;3;48
12779PA15A;A;PA15;VE9555;30/11/2017 22:12;82.71;5.95;50006;Acacias;Meta;Electrodomésticos;11;6;4;2494;43;3;24
48333PP58A;A;PP58;VE9769;10/01/2018 14:23;4.47;4.24;13006;Achi;Bolivar;Licor;31;7;34;20;43;15;17
78613PT35A;A;PT35;VE2738;06/08/2017 10:50;429.69;5.52;11001;Bogota d.c.;Bogota d.c.;Tarjetas regalo;40;23;0;1976;38;16;19
98887PL89A;A;PL89;VE9449;07/12/2017 02:01;9.58;11.63;76001;Cali;Valle del cauca;Libros;18;32;26;1598;25;2;33
30537PS10A;A;PS10;VE9555;28/10/2017 01:31;136.84;59.3;85001;Yopal;Casanare;Carnicería;24;37;18;3297;30;6;27
99665PD39A;A;PD39;VE6289;06/03/2018 02:31;291.84;27.91;52323;Gualmatan;Nariño;Celulares;24;10;23;2214;30;15;35
69288PM63B;B;PM63;VE3342;22/11/2017 03:32;4.43;50.93;50683;San juan de arama;Meta;Ferretería;26;39;13;1984;27;11;34
81473PG32B;B;PG32;VE6032;26/09/2017 11:55;12.93;2.94;76001;Cali;Valle del cauca;Salud;8;26;34;901;58;14;14
29673PK22A;A;PK22;VE4481;11/08/2017 13:56;199.91;17.25;52411;Linares;Nariño;Deportes;24;26;5;845;31;6;13
103625PB61A;A;PB61;VE1830;05/04/2018 19:54;12.71;1.0;54001;Cucuta;Norte de santander;Ropa de adultos;6;29;32;834;34;7;32
4161PP97A;A;PP97;VE3743;23/04/2018 22:52;56.74;4.58;70001;Sincelejo;Sucre;Licor;28;11;20;148;17;19;20
18730PN67A;A;PN67;VE1492;09/02/2018 00:29;232.14;4.41;8001;Barranquilla;Atlantico;Dormitorio;2;14;23;5168;43;1;32
65140PQ37C;C;PQ37;VE4937;15/01/2018 10:58;128.35;3.18;52323;Gualmatan;Nariño;Lácteos;8;39;9;606;49;26;21
72450PM83A;A;PM83;VE2302;17/05/2018 03:31;87.49;0.44;66001;Pereira;Risaralda;Ferretería;18;25;17;155;51;37;13
8717PI41A;A;PI41;VE2821;30/10/2017 18:14;3.45;17.73;5002;Abejorral;Antioquia;Juguetes;30;21;17;123;15;6;20
110498PA56A;A;PA56;VE8160;11/04/2018 17:15;198.99;9.77;17001;Manizales;Caldas;Electrodomésticos;3;20;17;2504;23;5;24
98028PA47A;A;PA47;VE2068;30/05/2018 15:34;100.75;0.8;23001;Monteria;Cordoba;Electrodomésticos;3;4;22;1383;37;25;16
14981PK76A;A;PK76;VE6541;12/03/2018 08:14;2.47;6.86;27006;Acandi;Choco;Deportes;7;1;3;7804;34;22;24
95754PC18A;A;PC18;VE1211;15/01/2018 10:21;1.6;19.29;52323;Gualmatan;Nariño;Ropa infantil;11;35;38;150;37;3;10
51898PC91A;A;PC91;VE8325;01/08/2017 08:05;239.2;6.88;52356;Ipiales;Nariño;Ropa infantil;32;36;5;271;17;2;17
110473PO41A;A;PO41;VE3939;26/03/2018 10:31;168.92;28.65;52001;Pasto;Nariño;Productos ecoamigables;34;12;4;1405;49;20;58
32377PD45A;A;PD45;VE8160;20/02/2018 14:37;319.46;23.02;66001;Pereira;Risaralda;Celulares;22;33;0;4736;6;16;19
41593PJ94A;A;PJ94;VE5109;27/08/2017 18:02;456.69;4.25;66001;Pereira;Risaralda;Mascotas;13;33;34;427;39;22;4
63042PT41A;A;PT41;VE2233;18/03/2018 22:53;99.97;8.02;52565;Providencia;Nariño;Tarjetas regalo;10;1;37;1431;24;25;41
8576PA53A;A;PA53;VE5595;25/09/2017 04:37;28.05;41.59;50001;Villavicencio;Meta;Electrodomésticos;13;35;13;344;32;7;37
101325PQ88A;A;PQ88;VE4489;01/02/2018 19:44;74.08;0.87;52540;Policarpa;Nariño;Lácteos;27;39;6;1930;34;50;36
64768PS80A;A;PS80;VE5068;20/06/2018 10:09;79.78;0.84;13006;Achi;Bolivar;Carnicería;28;9;35;3255;16;9;26
5299PD10A;A;PD10;VE3880;15/02/2018 04:37;104.8;14.34;50683;San juan de arama;Meta;Celulares;23;34;24;1868;33;15;4
52409PD13A;A;PD13;VE2012;28/01/2018 20:49;65.36;3.52;54001;Cucuta;Norte de santander;Celulares;30;19;28;11108;22;31;23
40169PI11A;A;PI11;VE3295;01/01/2018 18:00;333.97;5.36;52378;La cruz;Nariño;Juguetes;20;0;21;3192;36;7;29
35617PA70A;A;PA70;VE8325;26/09/2017 12:28;69.38;29.16;23001;Monteria;Cordoba;Electrodomésticos;24;3;14;2211;36;12;24
54168PA29A;A;PA29;VE1211;09/06/2018 01:41;20.31;5.31;52051;Arboleda;Nariño;Electrodomésticos;2;36;26;1801;52;31;46
54679PN61A;A;PN61;VE2821;03/04/2018 15:31;101.58;7.92;66001;Pereira;Risaralda;Dormitorio;33;24;11;1884;16;8;40
100285PL47A;A;PL47;VE6107;14/10/2017 17:40;37.94;8.81;52323;Gualmatan;Nariño;Libros;9;3;37;1671;37;31;11
29916PJ15A;A;PJ15;VE8575;16/05/2018 13:18;113.91;12.44;25001;Agua de dios;Cundinamarca;Mascotas;13;5;4;3722;56;18;28
73880PT67A;A;PT67;VE2285;25/04/2018 07:14;58.96;53.85;52565;Providencia;Nariño;Tarjetas regalo;15;20;1;1214;4;3;31
29119PF81A;A;PF81;VE2114;26/11/2017 18:54;319.4;23.38;52051;Arboleda;Nariño;Muebles;12;17;17;3078;21;7;19
72996PN84A;A;PN84;VE8325;19/01/2018 02:19;30.21;17.05;19001;Popayan;Cauca;Dormitorio;3;26;5;1352;30;7;19
58327PA81A;A;PA81;VE1988;05/02/2018 23:04;87.88;15.64;52390;La tola;Nariño;Electrodomésticos;8;36;4;1838;32;10;24
40982PJ48A;A;PJ48;VE8692;11/06/2018 19:26;5.56;32.45;52565;Providencia;Nariño;Mascotas;3;32;33;559;36;25;36
834PB86A;A;PB86;VE6971;04/09/2017 09:58;219.14;25.17;54003;Abrego;Norte de santander;Ropa de adultos;0;8;0;2304;19;19;40
58170PF25A;A;PF25;VE3199;27/09/2017 09:23;46.36;14.91;68001;Bucaramanga;Santander;Muebles;25;4;35;414;38;4;24
100034PN39A;A;PN39;VE8338;24/06/2018 08:05;47.64;53.72;52207;Consaca;Nariño;Dormitorio;2;30;4;2146;19;7;17
77118PI20A;A;PI20;VE2980;19/04/2018 08:10;153.51;1.5;73001;Ibague;Tolima;Juguetes;31;11;40;1099;9;26;20
85794PM54A;A;PM54;VE8494;21/12/2017 15:13;43.49;2.49;52323;Gualmatan;Nariño;Ferretería;26;24;21;3235;58;4;13
107636PS55A;A;PS55;VE2056;11/09/2017 21:22;50.72;5.83;25001;Agua de dios;Cundinamarca;Carnicería;6;32;34;655;53;38;21
98614PJ51A;A;PJ51;VE2926;10/09/2017 10:43;16.11;12.62;50006;Acacias;Meta;Mascotas;39;38;2;5419;22;29;26
46455PH56A;A;PH56;VE7204;22/10/2017 16:41;95.21;34.04;52210;Contadero;Nariño;Bebés ;39;31;4;630;22;33;14
14323PF54B;B;PF54;VE4489;13/10/2017 02:18;214.09;12.35;52356;Ipiales;Nariño;Muebles;36;32;26;2574;21;1;28
15632PA90A;A;PA90;VE9276;24/11/2017 12:49;163.32;4.28;76001;Cali;Valle del cauca;Electrodomésticos;22;27;0;844;20;20;12
103418PA20B;B;PA20;VE7338;18/03/2018 04:10;62.03;6.41;52210;Contadero;Nariño;Electrodomésticos;7;2;10;2830;36;38;3
29385PC15A;A;PC15;VE7281;10/05/2018 10:52;161.45;31.74;50001;Villavicencio;Meta;Ropa infantil;26;14;35;1354;13;15;20
68561PP14A;A;PP14;VE5783;09/03/2018 17:42;37.21;2.92;8001;Barranquilla;Atlantico;Licor;7;17;35;3784;30;18;8
89473PT40A;A;PT40;VE7671;28/03/2018 00:17;18.59;2.29;81001;Arauca;Arauca;Tarjetas regalo;9;13;23;5035;24;20;21
97623PL86A;A;PL86;VE4365;30/09/2017 18:52;135.98;19.51;11001;Bogota d.c.;Bogota d.c.;Libros;32;31;3;162;38;23;29
21987PB65B;B;PB65;VE4002;21/07/2017 01:42;80.75;2.93;18001;Florencia;Caqueta;Ropa de adultos;32;30;0;1749;41;15;15
44711PR40A;A;PR40;VE5049;01/06/2018 07:50;268.36;20.16;18001;Florencia;Caqueta;Frutas y verduras;39;2;26;2570;46;0;11
4796PN25B;B;PN25;VE4489;26/07/2017 23:22;0.4;24.0;44001;Riohacha;La guajira;Dormitorio;10;39;17;424;27;1;17
94690PJ70A;A;PJ70;VE6936;17/09/2017 07:04;143.62;5.15;23001;Monteria;Cordoba;Mascotas;39;29;28;1943;45;11;25
23240PP75A;A;PP75;VE3768;05/12/2017 00:35;15.59;17.22;68001;Bucaramanga;Santander;Licor;12;33;21;4746;39;14;27
97143PG27A;A;PG27;VE9713;18/11/2017 03:51;189.3;3.34;18001;Florencia;Caqueta;Salud;1;40;23;369;30;2;23
23388PQ64A;A;PQ64;VE6971;24/01/2018 20:55;75.21;16.73;17001;Manizales;Caldas;Lácteos;17;10;7;4985;12;52;21
15287PQ77A;A;PQ77;VE7147;12/06/2018 21:38;153.41;3.56;52323;Gualmatan;Nariño;Lácteos;8;16;30;1926;22;37;22
42356PQ69A;A;PQ69;VE5109;26/10/2017 16:23;20.21;19.09;44001;Riohacha;La guajira;Lácteos;6;6;37;193;7;13;43
106178PK49A;A;PK49;VE3276;20/07/2017 19:26;149.4;26.18;52356;Ipiales;Nariño;Deportes;27;36;8;509;48;5;33
111277PA29B;B;PA29;VE5999;09/01/2018 11:25;72.97;16.64;52323;Gualmatan;Nariño;Electrodomésticos;35;36;14;681;48;7;32
24823PJ55A;A;PJ55;VE6668;14/10/2017 05:21;118.06;37.48;50001;Villavicencio;Meta;Mascotas;32;2;26;596;51;3;17
10689PI61A;A;PI61;VE7338;12/10/2017 18:54;20.66;3.03;52323;Gualmatan;Nariño;Juguetes;6;15;4;7417;26;6;5
38068PH21A;A;PH21;VE9449;28/01/2018 23:38;34.37;39.95;5002;Abejorral;Antioquia;Bebés ;39;21;32;1191;15;31;52
9958PI40B;B;PI40;VE4481;21/11/2017 13:37;447.97;1.75;50001;Villavicencio;Meta;Juguetes;27;22;30;956;19;5;36
91536PN61A;A;PN61;VE6646;18/08/2017 11:48;14.22;9.16;54001;Cucuta;Norte de santander;Dormitorio;24;26;14;637;34;22;36
67556PS20A;A;PS20;VE5090;27/04/2018 20:46;79.45;25.71;52210;Contadero;Nariño;Carnicería;20;20;10;824;29;8;22
64084PI70A;A;PI70;VE5473;11/09/2017 21:31;189.89;1.98;52480;Nariño;Nariño;Juguetes;6;17;4;3103;22;2;21
41564PI66B;B;PI66;VE6785;25/12/2017 00:51;19.91;22.48;70001;Sincelejo;Sucre;Juguetes;33;2;22;1984;29;2;24
74571PD15A;A;PD15;VE7147;25/01/2018 17:07;26.88;19.09;52405;Leiva;Nariño;Celulares;22;29;17;1300;28;10;51
66416PI87A;A;PI87;VE2821;10/02/2018 17:00;231.68;35.67;70001;Sincelejo;Sucre;Juguetes;34;25;8;1172;54;2;2
